PESEL,First Name,Last Name,Power Consumption (kWh),House Size (m2),Lokalizacja
74092633415,Maria,Wiśniewski,2276.15,107,Podkarpackie
05280329449,Anna,Lewandowski,4534.11,187,Małopolskie
42021416572,Tomasz,Woźniak,2997.62,233,Warmińsko-Mazurskie
97091254131,Agnieszka,Woźniak,1893.93,164,Lubelskie
62040286617,Tomasz,Szymański,2636.46,144,Podkarpackie
76101529786,Jan,Kowalski,1110.66,225,Mazowieckie
53090563056,Katarzyna,Zieliński,4115.5,297,Podkarpackie
29092013417,Tomasz,Szymański,2161.21,126,Lubelskie
40032276541,Piotr,Kamiński,1760.82,183,Warmińsko-Mazurskie
50101616497,Krzysztof,Sikora,2127.02,159,Wielkopolskie
04232234248,Piotr,Lewandowski,4400.89,217,Zachodniopomorskie
39022632058,Piotr,Sikora,3574.24,240,Warmińsko-Mazurskie
60100441176,Agnieszka,Lewandowski,1187.06,229,Kujawsko-Pomorskie
98100717153,Piotr,Zieliński,2816.72,210,Podlaskie
31102216886,Piotr,Kowalski,4718.69,211,Podkarpackie
73062886240,Piotr,Zieliński,3695.2,80,Podkarpackie
62041979400,Piotr,Kowalski,3462.26,141,Lubuskie
36041091444,Michał,Sikora,2827.27,69,Lubuskie
76122739036,Jan,Dąbrowski,1208.87,251,Mazowieckie
52061569686,Michał,Kowalski,4487.34,238,Zachodniopomorskie
80091258809,Zofia,Sikora,1340.25,152,Lubelskie
65091217858,Jan,Zieliński,4641.26,293,Podkarpackie
76080350825,Katarzyna,Szymański,1391.43,137,Małopolskie
65042220421,Agnieszka,Kowalski,2417.68,104,Warmińsko-Mazurskie
75041662461,Tomasz,Woźniak,2526.4,51,Łódzkie
42072451023,Piotr,Wiśniewski,1801.85,173,Podlaskie
91102110764,Agnieszka,Nowak,3239.06,172,Wielkopolskie
45030974606,Michał,Nowak,3847.82,250,Lubelskie
38080127377,Katarzyna,Szymański,4655.45,209,Lubuskie
73101895653,Krzysztof,Nowak,4871.22,211,Wielkopolskie
56101541304,Zofia,Woźniak,2582.32,98,Podlaskie
63092167721,Jan,Zieliński,3391.52,246,Świętokrzyskie
68111157750,Michał,Kowalski,4013.09,283,Warmińsko-Mazurskie
29010123916,Agnieszka,Kamiński,2677.37,256,Zachodniopomorskie
57092153518,Tomasz,Sikora,3018.79,250,Lubuskie
93062363893,Maria,Kowalski,1769.72,104,Dolnośląskie
38120613501,Katarzyna,Wiśniewski,2747.4,128,Pomorskie
59041537828,Agnieszka,Nowak,4064.63,163,Dolnośląskie
61041383682,Katarzyna,Sikora,3378.81,71,Kujawsko-Pomorskie
66081950636,Maria,Woźniak,4352.55,84,Wielkopolskie
44112420109,Jan,Woźniak,4715.22,80,Opolskie
92121844704,Anna,Nowak,1467.78,116,Mazowieckie
72090316556,Michał,Kowalski,1285.77,93,Dolnośląskie
71030241727,Tomasz,Wiśniewski,2565.15,103,Świętokrzyskie
35071361619,Agnieszka,Woźniak,3521.99,96,Wielkopolskie
70011074466,Krzysztof,Szymański,3076.17,290,Lubuskie
71052865682,Tomasz,Lewandowski,4261.76,277,Pomorskie
81021185440,Tomasz,Kamiński,3603.46,129,Małopolskie
45010483038,Zofia,Dąbrowski,2840.28,209,Łódzkie
47101589470,Anna,Nowak,3085.25,276,Lubuskie
49060661907,Katarzyna,Zieliński,2620.69,53,Śląskie
52082155712,Katarzyna,Kowalski,1724.6,299,Wielkopolskie
72040688005,Agnieszka,Kowalski,3108.78,84,Podlaskie
61011230226,Agnieszka,Dąbrowski,1562.62,267,Zachodniopomorskie
40102126402,Tomasz,Zieliński,1405.69,252,Opolskie
68121763677,Piotr,Kamiński,2484.8,272,Podlaskie
93101076445,Krzysztof,Nowak,4618.8,50,Świętokrzyskie
57012673054,Anna,Kowalski,2459.38,283,Podlaskie
70021632953,Piotr,Zieliński,3602.45,126,Mazowieckie
38032874081,Tomasz,Nowak,3391.72,55,Kujawsko-Pomorskie
60040160614,Anna,Kamiński,4321.09,137,Dolnośląskie
69011084319,Tomasz,Woźniak,3909.36,191,Świętokrzyskie
52102861104,Anna,Nowak,2264.66,172,Wielkopolskie
35042354660,Katarzyna,Zieliński,4395.51,149,Zachodniopomorskie
89122680929,Tomasz,Kamiński,4370.84,97,Podlaskie
01281136217,Michał,Woźniak,3369.26,236,Pomorskie
61090831211,Anna,Dąbrowski,1120.29,254,Podlaskie
80090760121,Zofia,Kamiński,1534.43,54,Małopolskie
40032752348,Tomasz,Lewandowski,1274.3,285,Małopolskie
33051988618,Tomasz,Kowalski,4620.5,119,Śląskie
86031118035,Krzysztof,Szymański,1095.89,253,Warmińsko-Mazurskie
90070368142,Anna,Nowak,3236.75,217,Kujawsko-Pomorskie
78091632307,Michał,Sikora,2103.22,94,Łódzkie
81101362118,Anna,Kowalski,3707.01,73,Podkarpackie
67070656164,Maria,Kamiński,3888.95,55,Dolnośląskie
55112183754,Katarzyna,Dąbrowski,4942.69,242,Warmińsko-Mazurskie
82041333026,Tomasz,Lewandowski,2068.45,246,Kujawsko-Pomorskie
37120744266,Piotr,Kamiński,2245.79,159,Lubelskie
74092223414,Anna,Szymański,1767.74,81,Łódzkie
42090894259,Tomasz,Dąbrowski,4673.58,115,Pomorskie
57092226083,Michał,Szymański,3634.8,63,Pomorskie
65070924528,Zofia,Szymański,2859.27,184,Lubuskie
37050776342,Maria,Lewandowski,2863.55,102,Lubuskie
29081341552,Jan,Nowak,3673.86,221,Podlaskie
67061998198,Tomasz,Dąbrowski,4291.46,168,Dolnośląskie
92041563820,Tomasz,Lewandowski,3183.51,115,Małopolskie
06212015722,Tomasz,Kamiński,1133.3,105,Lubuskie
52012660992,Tomasz,Woźniak,2626.43,231,Lubuskie
34070512767,Agnieszka,Kamiński,3624.8,136,Pomorskie
60080613246,Zofia,Lewandowski,1606.41,63,Świętokrzyskie
39061741908,Tomasz,Kowalski,1861.8,177,Podlaskie
33011226110,Anna,Kamiński,1019.16,165,Lubuskie
50122525141,Jan,Zieliński,2463.89,273,Pomorskie
46051083214,Jan,Woźniak,1262.71,129,Wielkopolskie
74032020015,Krzysztof,Sikora,3082.54,80,Lubelskie
57022648921,Agnieszka,Woźniak,4754.32,276,Świętokrzyskie
50120594914,Michał,Woźniak,3493.94,269,Zachodniopomorskie
57021214280,Tomasz,Nowak,3434.51,227,Zachodniopomorskie
79120870121,Agnieszka,Kowalski,1134.28,84,Dolnośląskie
95031243410,Krzysztof,Zieliński,4060.05,276,Podkarpackie
49022315329,Michał,Woźniak,1283.79,158,Opolskie
94100688273,Agnieszka,Dąbrowski,3348.13,126,Małopolskie
82040116228,Agnieszka,Dąbrowski,1138.07,84,Podlaskie
48100373062,Zofia,Kamiński,4321.79,208,Podlaskie
05242349548,Katarzyna,Zieliński,3148.93,148,Opolskie
65070887546,Anna,Nowak,4925.07,79,Dolnośląskie
69082273612,Michał,Nowak,1959.07,163,Lubuskie
29100838694,Piotr,Szymański,2166.4,128,Kujawsko-Pomorskie
73102619153,Jan,Dąbrowski,3397.53,250,Małopolskie
75021244924,Maria,Szymański,4432.0,295,Łódzkie
73031090157,Michał,Szymański,2197.61,225,Mazowieckie
32110673315,Michał,Wiśniewski,4757.46,123,Kujawsko-Pomorskie
81101166354,Piotr,Zieliński,1700.29,220,Podlaskie
85032287607,Agnieszka,Sikora,3689.91,221,Podlaskie
02280939801,Tomasz,Dąbrowski,2999.09,226,Podlaskie
04270897605,Michał,Dąbrowski,2565.61,218,Mazowieckie
03290319054,Anna,Szymański,1062.88,294,Zachodniopomorskie
70032594727,Katarzyna,Kamiński,2313.91,258,Lubelskie
66071469571,Katarzyna,Szymański,3147.32,177,Wielkopolskie
79060563305,Agnieszka,Dąbrowski,4894.91,213,Zachodniopomorskie
44111672699,Agnieszka,Sikora,4750.74,189,Pomorskie
32082163630,Krzysztof,Sikora,3243.45,247,Wielkopolskie
68060494821,Tomasz,Woźniak,4747.55,104,Podlaskie
89030135832,Jan,Wiśniewski,3795.37,178,Mazowieckie
40090634635,Tomasz,Kamiński,1536.62,101,Świętokrzyskie
03321946132,Katarzyna,Dąbrowski,4138.3,194,Kujawsko-Pomorskie
50051138546,Agnieszka,Wiśniewski,3940.98,81,Wielkopolskie
75111911176,Zofia,Szymański,1203.25,164,Śląskie
87082063183,Michał,Sikora,3183.15,150,Kujawsko-Pomorskie
97092817690,Piotr,Lewandowski,4645.33,231,Lubuskie
74122118576,Anna,Nowak,2527.74,88,Mazowieckie
66012391417,Piotr,Szymański,4087.88,295,Wielkopolskie
75011181598,Krzysztof,Nowak,2607.42,63,Pomorskie
30120927725,Maria,Szymański,1952.09,240,Pomorskie
81010884349,Maria,Woźniak,4138.32,94,Łódzkie
02280753616,Agnieszka,Szymański,3730.03,284,Warmińsko-Mazurskie
69121891586,Tomasz,Sikora,3447.57,183,Małopolskie
61031482397,Jan,Woźniak,1688.34,292,Wielkopolskie
44100652358,Jan,Szymański,1153.56,65,Małopolskie
60121260680,Piotr,Nowak,2567.78,87,Warmińsko-Mazurskie
43110898149,Anna,Wiśniewski,3045.35,223,Mazowieckie
97042133070,Zofia,Kowalski,2737.08,159,Kujawsko-Pomorskie
74121843730,Maria,Nowak,1603.57,206,Dolnośląskie
02220284578,Michał,Lewandowski,4165.15,133,Mazowieckie
93111841981,Katarzyna,Lewandowski,1432.94,214,Śląskie
03312350401,Agnieszka,Wiśniewski,1658.33,260,Dolnośląskie
38100633451,Anna,Zieliński,2603.24,142,Dolnośląskie
60121677268,Zofia,Wiśniewski,1838.58,87,Świętokrzyskie
94091549454,Katarzyna,Sikora,1275.38,300,Pomorskie
84050782086,Maria,Sikora,1729.15,272,Wielkopolskie
00231040963,Maria,Wiśniewski,4492.44,136,Łódzkie
46112178679,Zofia,Sikora,1577.81,251,Warmińsko-Mazurskie
68102869790,Jan,Wiśniewski,4896.14,123,Lubuskie
52120835882,Anna,Wiśniewski,3275.87,202,Łódzkie
89101638037,Krzysztof,Lewandowski,3358.67,297,Kujawsko-Pomorskie
00272476259,Zofia,Kowalski,1470.94,223,Podlaskie
66051483838,Michał,Woźniak,2235.24,101,Śląskie
65011090846,Jan,Wiśniewski,3382.82,224,Opolskie
46121956112,Katarzyna,Nowak,2064.65,101,Mazowieckie
06241026904,Michał,Lewandowski,3397.72,139,Podlaskie
88062897668,Zofia,Nowak,3444.67,269,Małopolskie
06242772651,Zofia,Sikora,1718.22,88,Małopolskie
34011625640,Agnieszka,Lewandowski,2906.46,117,Lubuskie
30101515347,Michał,Wiśniewski,3184.93,133,Śląskie
50101568404,Tomasz,Sikora,4564.03,125,Wielkopolskie
93042434371,Katarzyna,Kamiński,1446.03,136,Dolnośląskie
67112810349,Maria,Wiśniewski,3003.96,256,Wielkopolskie
65092564867,Tomasz,Sikora,3473.64,170,Podkarpackie
65070942782,Tomasz,Woźniak,3862.57,128,Opolskie
82111453562,Anna,Lewandowski,2616.87,289,Zachodniopomorskie
05240716379,Krzysztof,Kowalski,4041.7,149,Małopolskie
55030851289,Zofia,Wiśniewski,1971.53,233,Świętokrzyskie
34090983974,Zofia,Kamiński,1859.47,126,Lubuskie
88051068848,Anna,Zieliński,3414.8,113,Opolskie
87071966394,Michał,Lewandowski,2547.06,118,Dolnośląskie
83011538869,Agnieszka,Dąbrowski,1056.98,142,Pomorskie
79061065196,Maria,Nowak,3652.98,61,Pomorskie
32081340582,Katarzyna,Woźniak,3765.78,242,Zachodniopomorskie
32072617121,Zofia,Nowak,4214.46,276,Mazowieckie
97071134815,Tomasz,Nowak,3871.67,89,Warmińsko-Mazurskie
92061693286,Krzysztof,Szymański,1598.62,218,Mazowieckie
54022675346,Krzysztof,Nowak,1505.86,291,Małopolskie
33052654309,Krzysztof,Szymański,1687.39,278,Podlaskie
67020535288,Jan,Dąbrowski,2937.82,271,Lubelskie
99111258226,Tomasz,Lewandowski,2337.85,135,Łódzkie
75082190862,Michał,Szymański,4843.69,149,Świętokrzyskie
63072138264,Krzysztof,Zieliński,1860.65,90,Małopolskie
55021597703,Katarzyna,Zieliński,4841.29,266,Podlaskie
93062167756,Tomasz,Lewandowski,1040.92,270,Lubuskie
60021216329,Anna,Kowalski,4575.54,288,Pomorskie
83090649272,Piotr,Sikora,3725.66,262,Opolskie
54020525667,Maria,Szymański,1865.17,260,Warmińsko-Mazurskie
63112826876,Piotr,Szymański,3934.28,206,Dolnośląskie
98030821980,Zofia,Zieliński,3659.29,71,Łódzkie
34031022227,Anna,Nowak,2364.99,187,Lubuskie
62050255571,Tomasz,Sikora,1093.58,204,Kujawsko-Pomorskie
64122163034,Krzysztof,Kamiński,2302.89,171,Wielkopolskie
55040179001,Zofia,Kamiński,4823.68,253,Zachodniopomorskie
33061641145,Katarzyna,Kamiński,4244.34,132,Opolskie
58050565981,Anna,Sikora,4073.57,278,Podlaskie
42090346022,Jan,Lewandowski,1039.01,148,Lubuskie
38031338089,Zofia,Nowak,1630.27,219,Łódzkie
94100640303,Jan,Kamiński,2827.47,233,Podkarpackie
83102873257,Maria,Szymański,1265.8,271,Mazowieckie
79060764812,Michał,Kamiński,2270.35,152,Zachodniopomorskie
58121496792,Jan,Nowak,2491.19,94,Dolnośląskie
87121850211,Michał,Lewandowski,1110.45,266,Podlaskie
34051459544,Tomasz,Szymański,3251.3,293,Mazowieckie
72070794905,Katarzyna,Sikora,1964.99,298,Wielkopolskie
90090892050,Anna,Zieliński,3085.41,120,Śląskie
81102659181,Piotr,Szymański,4312.61,188,Dolnośląskie
94121177510,Piotr,Nowak,3900.99,242,Lubelskie
58051532223,Piotr,Dąbrowski,1791.04,85,Zachodniopomorskie
58032618869,Maria,Sikora,3151.78,161,Podkarpackie
93021031683,Krzysztof,Wiśniewski,3328.24,164,Podkarpackie
33090630282,Piotr,Kowalski,4081.49,54,Łódzkie
87030118040,Maria,Woźniak,4833.46,157,Kujawsko-Pomorskie
06272416048,Zofia,Nowak,1078.48,255,Łódzkie
90012138134,Krzysztof,Sikora,4980.02,189,Pomorskie
70101734946,Maria,Nowak,2043.61,91,Warmińsko-Mazurskie
65050373948,Jan,Nowak,3661.65,98,Zachodniopomorskie
60101985879,Jan,Kowalski,1415.94,93,Małopolskie
56101027941,Piotr,Nowak,2257.24,292,Warmińsko-Mazurskie
42021082427,Michał,Nowak,4988.29,127,Mazowieckie
87082051720,Michał,Kamiński,1790.56,280,Warmińsko-Mazurskie
78021917102,Agnieszka,Sikora,1854.07,236,Lubelskie
29102688068,Zofia,Szymański,3211.96,285,Lubuskie
94032393339,Krzysztof,Kamiński,2723.0,55,Małopolskie
31050719802,Anna,Nowak,3637.39,75,Podlaskie
36042548570,Tomasz,Zieliński,3540.79,80,Śląskie
61060555712,Zofia,Sikora,3299.61,189,Łódzkie
37030619225,Tomasz,Sikora,2176.83,293,Lubelskie
44061849136,Tomasz,Zieliński,4684.49,65,Małopolskie
56102363864,Krzysztof,Nowak,2241.97,177,Opolskie
41101722484,Tomasz,Kamiński,3934.92,191,Warmińsko-Mazurskie
93100129830,Krzysztof,Nowak,3746.84,266,Śląskie
95070467143,Katarzyna,Nowak,3337.03,156,Podkarpackie
01322042826,Jan,Dąbrowski,3685.65,66,Zachodniopomorskie
93070899599,Jan,Nowak,2078.2,161,Zachodniopomorskie
03272745695,Anna,Zieliński,2726.36,211,Podkarpackie
92090159197,Jan,Dąbrowski,1363.96,230,Łódzkie
29030342405,Krzysztof,Kamiński,3935.13,231,Świętokrzyskie
39030749225,Maria,Sikora,4292.93,254,Pomorskie
48041098680,Zofia,Woźniak,2030.72,145,Podlaskie
58100550011,Jan,Zieliński,3707.12,209,Kujawsko-Pomorskie
90041817079,Anna,Kamiński,3385.98,260,Opolskie
48051753898,Jan,Lewandowski,4443.57,170,Podkarpackie
01242825217,Michał,Szymański,4770.33,80,Małopolskie
35041479683,Michał,Kamiński,4993.55,259,Lubelskie
41040347601,Zofia,Szymański,1453.82,227,Małopolskie
41060553804,Krzysztof,Dąbrowski,3335.73,138,Łódzkie
44111130430,Katarzyna,Kowalski,1821.25,136,Kujawsko-Pomorskie
49052035068,Tomasz,Sikora,2455.1,97,Kujawsko-Pomorskie
47021852900,Katarzyna,Kowalski,2948.5,188,Mazowieckie
94082066597,Zofia,Kowalski,3264.12,114,Kujawsko-Pomorskie
82041011584,Tomasz,Kamiński,3939.33,215,Lubelskie
71021768518,Piotr,Dąbrowski,1846.12,130,Zachodniopomorskie
64121389178,Krzysztof,Lewandowski,1640.29,165,Dolnośląskie
49100445939,Maria,Wiśniewski,4912.27,222,Warmińsko-Mazurskie
48020352316,Zofia,Lewandowski,4723.74,281,Pomorskie
47042067866,Maria,Woźniak,4930.28,261,Zachodniopomorskie
67102083254,Zofia,Nowak,3606.76,117,Zachodniopomorskie
72122156930,Anna,Wiśniewski,4343.69,145,Małopolskie
68091554255,Maria,Zieliński,4399.85,203,Wielkopolskie
39042775564,Zofia,Sikora,4725.62,85,Lubelskie
36072070425,Piotr,Dąbrowski,2914.51,297,Małopolskie
38091833429,Zofia,Szymański,4655.59,210,Podkarpackie
63122779540,Anna,Kowalski,1814.5,236,Śląskie
94121853526,Piotr,Kamiński,1325.73,194,Podkarpackie
75041415144,Michał,Sikora,4089.65,176,Lubuskie
53032895692,Anna,Kamiński,3507.39,142,Wielkopolskie
39082410083,Maria,Wiśniewski,1425.29,229,Kujawsko-Pomorskie
81010297275,Anna,Szymański,2295.2,230,Pomorskie
82050448757,Krzysztof,Wiśniewski,2749.48,72,Wielkopolskie
06272092996,Maria,Kowalski,2543.15,247,Mazowieckie
42052235810,Piotr,Woźniak,1719.46,130,Zachodniopomorskie
75050951293,Michał,Zieliński,2202.55,79,Podkarpackie
33071196158,Maria,Kowalski,1122.68,257,Kujawsko-Pomorskie
35032214622,Michał,Kamiński,3691.87,213,Opolskie
48051939762,Zofia,Lewandowski,1407.14,211,Świętokrzyskie
79061535499,Maria,Lewandowski,2437.45,245,Świętokrzyskie
42070689262,Maria,Zieliński,1900.71,296,Świętokrzyskie
92092417710,Anna,Nowak,3273.1,131,Podkarpackie
05222522066,Anna,Zieliński,3271.92,91,Dolnośląskie
48082713973,Katarzyna,Kamiński,3588.75,52,Łódzkie
43020664218,Katarzyna,Woźniak,4642.83,160,Warmińsko-Mazurskie
30110499036,Maria,Sikora,2170.81,266,Dolnośląskie
65120369279,Piotr,Lewandowski,1520.54,294,Lubuskie
68011849090,Agnieszka,Nowak,2172.04,261,Łódzkie
72010497444,Agnieszka,Wiśniewski,1033.78,243,Kujawsko-Pomorskie
48021251027,Katarzyna,Sikora,2465.71,57,Podkarpackie
53072778313,Tomasz,Kamiński,4233.13,61,Lubuskie
33101752891,Piotr,Woźniak,3208.76,67,Śląskie
50012049357,Tomasz,Dąbrowski,1103.78,97,Wielkopolskie
37040319775,Maria,Woźniak,2208.95,93,Łódzkie
45022695159,Anna,Zieliński,4968.74,110,Podkarpackie
59111726460,Zofia,Szymański,4914.14,248,Lubuskie
47050571946,Krzysztof,Kowalski,1707.34,56,Opolskie
80110797955,Tomasz,Lewandowski,4025.78,167,Lubelskie
39030370111,Krzysztof,Kowalski,4900.61,73,Zachodniopomorskie
99101257972,Michał,Kowalski,3404.78,118,Podkarpackie
41072683014,Michał,Szymański,1797.89,68,Lubelskie
99101715461,Tomasz,Lewandowski,3945.03,98,Dolnośląskie
